#                                                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
A85|465|tr|A0A3G4S8L6|A0A3G4S8L6_9PICO/94-112                   -          2A-class-1           -            2.3e-13   46.9   0.2   2.3e-13   46.9   0.2   1.0   1   0   0   1   1   1   1 -
A100|480|tr|A0A6V7HJG2|A0A6V7HJG2_9HYME/237-254                 -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1011|1391|UPI000DC0C45C/37-54                                  -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1060|1440|UPI000DC0EC4B/32-49                                  -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1072|1452|UPI000191F0A3/253-270                                -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A116|496|tr|Q91LX8|Q91LX8_9PICO/1095-1112                       -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1176|1556|UPI001426FCC6/558-576                                -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1177|1557|UPI00085E45F4/730-747                                -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A117|497|tr|Q7TDB3|Q7TDB3_9PICO/935-953                         -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A1192|1572|UPI000DC10EBA/28-45                                  -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
A121|501|tr|A0A2S0XA35|A0A2S0XA35_9PICO/936-953                 -          2A-class-1           -            2.6e-13   46.7   0.5   2.7e-13   46.7   0.5   1.0   1   0   0   1   1   1   1 -
