#                                                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                                  accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                                          ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
B114|2089|MGYP000640901729/224-249                             -          2A-class-2           -            2.9e-15   52.5   0.9   2.9e-15   52.5   0.9   1.0   1   0   0   1   1   1   1 -
B117|2092|MGYP000414798023/183-207                             -          2A-class-2           -              3e-15   52.4   0.8     3e-15   52.4   0.8   1.0   1   0   0   1   1   1   1 -
B32|2007|MGYP000585829260/84-108                               -          2A-class-2           -              3e-15   52.4   1.5     3e-15   52.4   1.5   1.0   1   0   0   1   1   1   1 -
B178|2153|tr|A0A6B9T423|A0A6B9T423_9VIRU/489-510               -          2A-class-2           -            3.2e-15   52.4   2.2   3.3e-15   52.3   2.2   1.0   1   0   0   1   1   1   1 -
B115|2090|MGYP000730024496/55-81                               -          2A-class-2           -            3.3e-15   52.3   0.9   3.5e-15   52.3   0.9   1.0   1   0   0   1   1   1   1 -
B116|2091|MGYP006124929171/66-92                               -          2A-class-2           -            3.3e-15   52.3   0.9   3.5e-15   52.3   0.9   1.0   1   0   0   1   1   1   1 -
B96|2071|MGYP006135164527/21-46                                -          2A-class-2           -            4.2e-15   52.0   1.7   4.3e-15   52.0   1.7   1.0   1   0   0   1   1   1   1 -
B28|2003|MGYP002632001041/25-49                                -          2A-class-2           -            5.9e-15   51.5   3.2     6e-15   51.5   3.2   1.0   1   0   0   1   1   1   1 -
B175|2150|tr|A0A6B9T3C8|A0A6B9T3C8_9VIRU/489-510               -          2A-class-2           -            6.3e-15   51.4   2.2   6.4e-15   51.4   2.2   1.0   1   0   0   1   1   1   1 -
B155|2130|MGYP002881160252/35-56                               -          2A-class-2           -            7.1e-15   51.3   2.7   7.1e-15   51.3   2.7   1.0   1   0   0   1   1   1   1 -
B108|2083|MGYP003306836519/30-54                               -          2A-class-2           -            7.3e-15   51.2   0.9   7.3e-15   51.2   0.9   1.0   1   0   0   1   1   1   1 -
B173|2148|tr|A0A3G1LEG8|A0A3G1LEG8_9VIRU/490-513               -          2A-class-2           -            7.4e-15   51.2   2.2   7.6e-15   51.2   2.2   1.0   1   0   0   1   1   1   1 -
